,Structure,Fréquence
1843,nc prep nc adj csu prep nc prep v,1
1841,np nc np nc v,1
1640,adj adj prep np,1
1839,nc prep nc prep det nc prep np prep np,1
1838,nc prep nc prep det nc prep v,1
1642,nc prep nc csu prep det nc nc,1
1646,nc adj prep nc prep det nc csu prep det nc,1
1832,nc prep det nc prep det nc csu prep nc adj prep nc,1
1831,nc prep det nc prep det nc csu prep nc adj prep v,1
1647,nc prep nc prep det nc csu prep det nc,1
1648,nc adj prep nc prep nc csu nc,1
1828,nc adj np nc adj nc v,1
1827,nc prep det nc csu prep nc adj prep np,1
1826,nc prep det nc csu prep nc adj prep v,1
1823,nc adj np nc np nc v,1
1822,nc prep nc prep nc adj prep nc csu prep nc prep np prep np,1
1821,nc prep nc prep nc adj prep nc csu prep nc prep np,1
1820,nc prep nc prep nc adj prep nc csu prep nc prep v,1
1682,adj nc v prep det np,1
1782,prep prep det nc,1
1993,nc v v adv adj,1
1749,v v prep det nc adj,1
1700,nc nc adj v np,1
1701,nc nc adj v prep det nc,1
1702,nc nc v np,1
1743,adv nc adj adj,1
1742,nc prep nc csu nc adj adj,1
1741,nc prep nc prep nc csu prep np,1
1740,nc prep adv adj nc adj adj,1
1739,nc prep nc adj v nc adj adj,1
1737,nc nc adj np nc,1
1736,nc adj np nc np,1
1733,nc prep nc csu prep nc adj prep det np,1
1732,nc prep nc csu prep nc prep det nc prep det np,1
1731,np np nc nc np np v,1
1710,nc adj prep v nc,1
1729,nc adj v np np,1
1728,adj adj np,1
1727,nc prep prep np csu np,1
1713,nc adj csu nc adj nc,1
1724,nc v det nc pro,1
1723,nc nc prep nc pro,1
1714,nc v prep det nc adj csu adj,1
1715,nc csu nc adj adj,1
1720,v adj np,1
1719,nc prep nc prep nc adj adj csu adj,1
1718,np prep nc nc,1
1747,nc np prep np np,1
1750,v v prep det nc nc,1
1781,nc prep det v adj,1
1751,nc prep nc adv v adv prep nc adj,1
1780,nc nc adj v prep nc np,1
1779,nc nc adj v prep np,1
1778,nc prep nc v prep nc np,1
1777,nc prep det nc prep nc csu det nc adj prep np,1
1776,nc adj prep det nc prep nc csu det nc adj,1
1684,nc v prep np nc,1
1772,v v nc prep det nc adj,1
1771,nc adj prep det nc prep det nc v,1
1770,adj nc prep nc prep det nc v,1
1689,nc prep nc csu prep adj nc adv adj,1
1690,nc adj adj csu adj prep np,1
1766,nc prep adj nc det,1
1765,np nc csu nc adj,1
1695,nc v nc np prep,1
1697,nc prep nc prep csu np,1
1761,nc prep nc adj v prep nc np nc,1
1760,nc prep nc prep nc adj v prep nc np nc,1
1698,adv np nc adj nc np nc,1
1758,nc prep nc adj adv v adv prep nc np nc,1
1757,nc prep nc adj adv v adv prep nc,1
1756,nc prep nc prep nc adj adv v adv prep nc np nc,1
1755,nc prep nc prep nc adj adv v adv prep nc,1
1754,nc adv v adv prep nc prep np,1
1753,nc adv v adv prep nc adj,1
1752,nc prep nc adv v adv prep nc prep np,1
1851,nc prep nc prep nc nc adj np csu np,1
1853,nc prep nc csu nc prep nc prep v,1
1854,nc prep nc csu nc prep nc prep np,1
1568,v nc adv adj,1
1573,nc adj nc nc csu nc adj csu adj,1
1574,nc prep nc csu prep nc nc prep nc,1
1575,nc nc nc csu nc,1
1577,adj nc np np np nc adj,1
1951,nc adj nc prep nc np csu np,1
1950,nc nc adj prep nc np csu np,1
1949,nc adj prep nc np csu np,1
1579,nc prep det nc prep det nc prep det nc adj,1
1946,nc prep nc adj prep det nc prep np,1
1945,nc prep np csu np np,1
1944,nc prep np adj adj prep nc adj,1
1580,nc prep det nc prep det nc prep det nc adj prep nc,1
1942,np nc adj csu adj adj,1
1941,nc nc adj adj csu adj,1
1940,nc prep det nc adj prep nc nc,1
1939,nc adj prep nc prep pro prep nc,1
1581,nc prep det nc prep det nc prep det nc adj adj,1
1937,nc adj prep pro prep nc,1
1936,nc prep det nc prep nc v prep det nc prep nc,1
1935,nc prep det nc v prep det nc prep nc,1
1934,np v adj v nc nc,1
1584,nc adj adj adj adv v,1
1931,nc adj prep adj nc csu prep det nc,1
1929,nc prep det nc prep det nc adj prep det nc,1
1928,nc prep np adj prep nc,1
1572,nc v prep nc prep det nc csu prep nc,1
1564,adj nc adj nc nc nc v,1
1855,nc prep nc csu nc prep nc prep np prep np,1
1963,v pro nc,1
1992,v prep pro adj,1
1544,nc adj adj adj csu nc,1
1545,np nc nc adj nc,1
1989,nc prep det nc prep nc v prep prep nc,1
1546,nc adj v prep det nc adj adj,1
1547,nc prep np adj adj,1
1548,nc prep np v prep det,1
1985,nc v prep nc prep adj nc,1
1549,nc prep np adj v,1
1983,nc prep nc adj v det nc v prep nc prep v det nc,1
1982,nc prep nc adj v det nc v,1
1553,np nc adj adj csu adj,1
1978,nc prep nc adj adj prep np,1
1555,nc adj prep nc nc pro,1
1557,nc nc nc nc nc nc prep nc,1
1975,nc prep nc prep det nc adj prep np,1
1974,nc adj prep nc csu prep np adj nc,1
1973,np np nc adj v nc,1
1971,nc adj nc nc prep nc prep nc prep nc,1
1560,nc prep nc nc adv v prep det nc prep det nc,1
1968,nc nc nc prep nc prep nc prep np,1
1967,nc pro v prep nc v prep det nc np,1
1563,nc adj prep nc v nc,1
1965,nc prep nc prep nc v np adj,1
1964,np nc adj adj prep nc,1
1927,nc nc adj prep nc prep nc adj,1
1588,nc prep nc csu prep nc adj prep nc,1
1591,v prep nc prep det adj,1
1599,np adj nc adj v nc,1
1884,nc nc prep det nc adj nc prep det nc adj,1
1883,nc nc prep det nc prep nc nc prep np,1
1882,nc nc prep det nc adj nc prep np,1
1881,nc np prep det nc prep nc prep det nc,1
1880,nc np prep det nc prep nc det nc,1
1879,nc np prep det nc prep nc prep nc,1
1878,nc np prep nc prep det nc np,1
1877,v np nc nc,1
1624,nc prep nc v csu nc adj,1
1874,nc prep nc prep nc v adj nc,1
1873,np nc prep nc prep nc nc,1
1625,nc prep nc prep nc csu nc v,1
1871,nc v prep nc prep v,1
1870,nc np nc v,1
1869,nc prep det nc adj csu adj prep np prep np,1
1868,nc prep det nc adj csu adj prep np,1
1867,nc prep det nc adj csu adj prep v,1
1866,nc adj prep det nc adj csu adj,1
1626,nc prep adj csu nc v,1
1627,nc prep nc adj csu nc v,1
1628,nc np v prep nc np prep nc,1
1631,nc prep nc prep nc prep nc prep np csu np,1
1632,nc np np nc v,1
1633,adj prep det nc prep,1
1857,np np nc np nc v,1
1885,nc nc prep det nc prep nc nc prep det nc adj,1
1621,nc prep nc prep prep nc,1
1889,nc np prep nc prep det nc prep nc,1
1906,nc adj v det np,1
1600,nc prep nc csu nc prep nc prep nc,1
1601,v prep np v,1
1917,nc prep adj nc nc prep det nc,1
1915,nc adj prep adj nc nc,1
1914,np v nc nc v,1
1913,nc prep np nc csu prep nc adj,1
1604,nc prep nc nc np nc nc,1
1911,nc prep nc prep det nc nc adj,1
1606,adv adj np,1
1609,np adv nc,1
1907,nc v prep adj prep det nc,1
1905,np np prep np prep np,1
1890,nc pro v np,1
1610,nc adj adj adv nc,1
1616,nc nc v prep nc prep nc,1
1617,nc prep adj v prep det nc,1
1898,nc pro v,1
1618,nc v prep det nc adj prep prep nc prep nc,1
1896,nc adj adj prep det np np,1
1895,nc adj prep det np np,1
1894,nc prep np prep nc prep nc adj,1
1619,nc adj prep det nc adj prep prep nc prep nc,1
1892,nc pro v nc,1
1891,v pro v v,1
2258,nc prep nc prep nc v prep det nc prep nc,1
2259,adj nc prep det nc prep det nc,1
2260,nc nc prep adj,1
2629,nc nc prep nc v prep nc nc,1
2627,v np nc,1
2626,nc adj prep v adj,1
2624,nc v v prep nc adj,1
2623,nc prep nc prep det nc v det nc,1
2622,nc np prep np v,1
2621,nc prep nc prep np v,1
2620,nc v det nc prep np,1
2619,prep nc adj prep det np,1
2618,nc adj prep np nc prep np,1
1107,nc csu nc v,1
2616,nc prep adj nc prep det nc adj,1
2615,nc adj prep adj nc prep det nc,1
2614,nc prep np prep adj nc prep nc adj,1
2613,nc adj prep nc v prep adj nc,1
1109,v prep nc prep adj,1
2611,nc np v prep det nc prep adj nc,1
1112,nc adj adj prep np prep nc,1
2609,nc np prep nc prep nc nc np,1
1115,np csu nc np v v,1
2606,nc prep nc nc prep nc adj nc,1
1118,nc adj adv adj prep nc adj prep np,1
1119,nc prep np prep nc adj v,1
1121,nc nc nc nc nc,1
1122,nc adj nc nc prep,1
1123,nc prep prep det adj nc,1
2628,nc nc prep nc v prep nc adj,1
2630,nc nc nc prep,1
2598,nc prep nc adj prep det nc prep nc prep nc,1
2631,nc nc v pro,1
2658,v adj nc v,1
2657,adj prep nc adv adj,1
2656,np prep nc adv adj,1
2655,np np adv adj,1
2654,nc prep det nc np adv adj,1
1091,np nc pro np nc np np,1
1092,nc adj prep nc prep adj,1
2651,nc adj pro v prep det nc prep np nc,1
2650,nc adj pro v prep det nc,1
2649,nc pro v prep det nc prep det np,1
2648,nc v det nc prep det np,1
1093,np nc adv adj,1
1094,v adj prep det nc prep nc adj,1
2645,nc prep nc prep nc csu nc,1
2644,nc prep nc csu prep nc prep det np,1
2643,nc prep nc csu prep nc prep det np nc,1
1095,v adj prep nc prep nc adj,1
2640,np v adj nc v,1
2639,nc prep det nc adv adj,1
2638,np adj nc adj np,1
2637,nc adj adj prep nc csu prep nc prep nc adj,1
2635,nc nc prep det nc adj np,1
2634,adj nc prep nc nc prep,1
1103,nc nc prep nc np prep nc,1
2632,nc nc pro,1
1128,nc prep np prep nc v prep det,1
2597,nc prep det nc adj prep adj nc,1
1380,v nc nc v,1
2561,nc prep nc prep nc adj prep nc adj prep nc adj,1
2559,nc adj prep nc v prep nc prep det nc adj prep nc,1
2558,np nc prep det nc prep,1
2557,np np nc prep,1
2556,det nc,1
2555,nc prep np nc prep np csu np,1
2554,nc prep np csu v nc,1
2553,nc prep nc prep nc adj adj prep nc adj,1
2552,nc prep nc prep nc adj adj np,1
2551,nc np prep nc prep,1
2550,nc prep nc adj adj prep det np,1
2549,np np nc adj np,1
2548,v adv nc,1
2547,nc adj prep nc prep nc prep nc nc,1
1152,adj adj prep nc prep det nc adj,1
1153,nc adv prep det nc prep det nc,1
2543,np nc v adv,1
1154,nc prep nc adv prep det nc,1
2541,nc prep det nc prep nc prep nc prep det np,1
2539,nc prep det nc prep nc prep nc nc nc prep nc prep nc adj adj,1
1156,np prep np np np,1
1158,np nc np nc nc nc nc adj np nc,1
1159,np np prep nc prep nc,1
2535,nc nc prep nc prep nc adj adj,1
2534,nc prep nc adj adj prep adj nc np,1
1160,nc prep nc v adj csu v,1
2560,nc np adj prep nc np,1
2563,v prep np nc,1
2596,nc adj v adv,1
2564,adv nc v prep nc,1
2595,nc adj prep det np nc,1
2594,nc v prep det nc v det nc nc,1
2593,nc adj v prep det np nc,1
2592,nc prep nc v prep det np nc,1
1132,adj prep nc prep det nc prep nc,1
2589,nc pro v prep det nc nc,1
2588,v nc prep,1
2587,v prep,1
2585,adj v det nc prep det np,1
2584,adv v v prep nc,1
2583,adj v v prep nc,1
2582,adj np prep nc prep nc,1
2581,nc v v det np,1
2579,np prep np prep nc prep adj nc,1
1139,nc det adv v,1
1141,nc adj adj adj prep adj,1
2576,adv nc,1
1146,adj adj prep nc prep nc adj,1
1148,adj adj prep nc prep det nc,1
2571,nc prep pro v prep det nc,1
2570,nc prep prep nc prep det nc,1
2569,nc prep nc prep nc adj nc nc nc,1
2568,nc prep nc adj nc nc nc,1
2567,nc prep adj prep det nc adj,1
2566,nc prep v det adj,1
2659,adj nc nc adj adj nc v,1
2660,nc adj adj nc adj adj nc v,1
2661,np nc nc np np adj adj nc,1
2762,nc prep nc prep nc det nc adj,1
2760,nc adj v prep det nc pro,1
2759,nc adj v prep nc pro,1
984,np np np adj nc np np np nc,1
2756,nc prep det pro,1
990,nc v prep det nc adj prep nc prep nc,1
2754,nc adj adj prep nc nc adj csu adj nc,1
2752,nc prep nc v nc nc,1
2751,nc prep nc prep nc nc np np,1
992,nc prep nc adj csu nc prep nc adj,1
2749,nc prep nc prep nc nc csu nc,1
993,adj adj nc nc,1
2747,nc v det nc adj prep det nc,1
2746,nc prep nc adj prep nc adj csu prep nc,1
2745,adj adv prep det nc prep np,1
2744,adj adv prep nc prep np,1
2742,np nc nc adj nc v,1
2739,nc v prep det nc v nc,1
2738,np v v prep det nc nc,1
1001,nc v prep np v,1
1002,np adj v nc,1
2734,nc nc adj v prep det nc nc,1
2733,nc nc adj v prep prep nc,1
2732,nc adj v prep det nc nc,1
1009,nc prep nc prep det nc v,1
2730,nc nc np v prep det nc nc,1
2761,nc np nc v adv,1
2763,nc prep nc adj prep det adj nc,1
1090,nc prep nc prep det nc prep nc adj prep nc,1
2764,nc prep nc adj prep v csu prep det nc,1
2799,nc nc prep det nc prep nc prep det nc,1
2798,nc nc prep det nc prep nc prep det np,1
955,csu adj nc,1
2795,nc prep det nc nc adj v,1
965,nc prep nc np np nc adj nc,1
2791,nc nc prep nc csu nc prep det nc,1
966,adj np np np np,1
2789,nc np prep nc adj prep nc,1
2788,np nc adj nc np,1
2787,np nc adj nc np np,1
2786,np np adj nc adj,1
2785,np np np adj nc,1
2784,nc adj nc nc np,1
2781,adj nc nc v adj,1
2778,adj nc nc adj adj,1
2777,np adj nc nc nc,1
2775,nc v prep det nc v prep det nc v det nc,1
2774,nc v prep det nc v det nc,1
2772,np np adj nc np,1
2771,nc prep nc prep nc adj adj prep nc nc,1
983,nc v prep det nc nc nc,1
2768,adj nc adj nc np,1
2767,nc adj nc nc adj,1
2766,nc adj prep v csu prep det nc,1
2765,nc adj prep nc prep v csu prep det nc,1
2729,nc np v prep det nc nc,1
1013,nc prep nc adv adj nc nc adv np np,1
1014,nc prep nc adv adj nc nc adv np,1
2726,nc v prep nc prep det nc prep np,1
2692,nc adj prep det nc prep nc prep nc,1
1046,nc adj prep nc prep nc csu prep nc prep nc,1
2689,nc prep nc csu nc np,1
1054,nc adj nc adj nc adj adj,1
1055,nc adj prep det nc adj adj csu prep det nc adj adj,1
1056,nc prep det nc adj adj csu prep det nc adj adj,1
1057,nc adj adj prep np csu np,1
1072,nc adj csu pro,1
2682,nc nc adj csu adj nc,1
2681,np nc nc adj nc nc,1
2680,nc adj prep det nc adj prep det nc nc,1
2679,nc prep np adj prep det nc np,1
1073,nc prep nc adj csu nc pro,1
1074,nc adj csu,1
2676,nc prep nc prep det nc adj prep nc prep,1
2675,nc prep nc adj adj prep nc prep,1
1077,nc adv np,1
1080,np prep nc nc nc nc,1
1082,adj prep nc nc nc nc,1
1083,nc prep det nc adj prep np nc,1
2667,np np nc nc np v,1
1086,nc prep np nc np,1
2665,nc prep adj prep adj nc prep nc,1
2664,nc prep adj prep adj nc prep np,1
2663,nc prep nc adj prep adj np,1
2693,nc nc prep det nc prep nc prep nc,1
1045,adj nc prep nc prep nc csu prep nc,1
1042,nc prep nc csu prep nc prep nc prep np prep np,1
1028,np np v prep nc np,1
2725,nc v prep adj np csu np,1
2724,nc csu nc v prep nc prep nc prep nc adj,1
2722,np nc np prep det nc prep nc prep np,1
2721,nc adj prep np prep np prep,1
1717,det adj,1
2719,nc prep np csu v,1
1017,nc prep det nc prep det np adj,1
2717,np nc adj prep nc v,1
1022,np adj adj adj,1
1023,np nc np adj np,1
2714,nc v prep det nc prep det nc prep nc,1
2710,np nc prep nc prep,1
2697,nc nc np adj nc,1
2709,np nc nc prep,1
1030,nc v adj v prep prep nc adj,1
2707,nc prep det nc prep prep nc,1
2705,nc prep nc adj prep nc csu prep nc,1
1035,v v csu v,1
2703,np np v prep nc,1
2702,nc prep nc adj v adj,1
2701,nc adj prep nc adj nc adj,1
1038,nc nc np np nc np v,1
1040,nc prep nc csu prep nc prep nc prep v,1
1041,nc prep nc csu prep nc prep nc prep np,1
1161,nc v adj csu v,1
1163,nc prep nc prep adj nc prep det nc,1
2529,nc np v prep nc adj adj,1
2362,np prep prep det nc prep nc,1
2360,nc prep det nc adv v,1
2359,v np np np,1
1309,nc prep nc prep nc prep det np prep np,1
1313,nc np nc nc np np np nc v,1
1314,nc np pro np nc nc np v,1
1315,nc adj prep nc csu prep nc adj,1
1317,nc prep nc adj prep det nc prep det np,1
2352,nc prep det nc csu prep det nc prep nc adj,1
2351,v v np,1
1318,nc adj prep det nc csu prep nc prep det nc,1
2349,nc v adj v,1
2347,np adv adj np,1
2344,np nc prep det nc v,1
2343,np nc prep det np,1
2342,nc adj csu adj prep det nc adj,1
1325,np nc adj v np,1
1327,nc v prep nc prep nc np,1
2338,nc prep det nc csu prep nc adj prep det nc,1
2337,nc prep nc prep det nc csu prep nc adj,1
2336,adj csu nc prep nc,1
2335,adj csu nc adj,1
2334,nc nc nc np nc,1
2333,np np np np adj adj nc,1
1331,nc adj prep nc prep det nc adj np,1
2330,nc adj prep nc adj adj adj,1
1308,nc prep nc v prep v,1
2363,nc prep nc prep det nc adj adj adj,1
2392,adv adj nc nc v,1
2364,nc prep nc prep det nc adj adj nc,1
2390,nc v prep nc prep v prep nc prep nc prep np,1
1293,nc adv nc prep nc adj,1
1294,nc adv v prep nc adj,1
2386,nc prep det nc prep adj prep v det nc prep np prep np,1
2385,nc prep det nc prep adj prep v det nc prep np,1
2384,nc prep det nc prep adj prep v det nc prep v,1
2383,nc adj prep det nc prep adj prep v det nc,1
2382,nc np adj np np v,1
2381,np adv np v,1
1295,np v adj np,1
2379,nc adj prep nc v prep det,1
1296,nc prep adj csu prep det adj nc prep np,1
1297,nc np prep det nc nc prep adj prep np,1
1299,np np nc np nc np np,1
2375,nc v prep nc csu prep nc adj,1
2374,np adj nc nc np,1
2373,nc adj v prep nc prep nc prep nc,1
1300,nc adj prep nc prep det nc prep adv prep nc csu v prep det nc prep np,1
2371,nc adj nc prep nc adj adj,1
1301,nc adj prep nc prep det adv prep nc csu det nc prep np,1
1302,nc prep det nc nc prep nc v csu v prep np,1
1303,nc nc prep nc v csu v,1
2367,nc v prep np np,1
1304,nc nc prep nc prep adv prep nc csu v prep det nc,1
1306,nc prep nc prep nc v prep v,1
1335,nc adj nc nc v prep nc adj,1
2328,nc nc nc adj nc adj prep nc,1
2327,adj nc prep nc prep np,1
2325,nc nc nc adj np,1
2292,nc nc adj prep nc prep det nc adj,1
2291,v nc prep nc adj prep nc prep det nc adj,1
2289,adj nc prep nc prep det nc prep nc,1
2288,prep nc v,1
2287,nc det np,1
1355,nc prep nc prep det nc prep nc csu adv,1
2284,nc prep nc prep prep np nc,1
2283,nc prep prep np nc,1
1356,nc prep nc prep nc prep csu adv,1
2281,nc prep det nc adj csu adj adj,1
1357,nc prep nc prep det nc prep csu adv,1
1358,np csu nc prep nc adj,1
1359,np adj prep nc,1
2277,nc adj nc prep nc prep nc prep nc,1
2276,nc np prep nc v det nc,1
2273,nc nc prep det nc np v det nc,1
1363,nc prep det nc prep det nc adj prep nc np,1
1367,adj adj adj adj,1
2270,nc adv adj nc nc,1
2269,nc v v adj,1
1370,pro nc,1
2267,adj adj nc prep det nc adj,1
2266,nc nc np nc np np np np np,1
2264,nc prep nc np np np nc np,1
2262,nc prep det nc v v,1
2293,np pro adj,1
2294,nc np csu det nc,1
2295,nc prep nc prep prep adj nc adj,1
1348,nc prep nc prep prep nc adv v,1
2324,nc np np nc nc adj,1
1340,np np v nc nc,1
2322,np nc prep nc adv adj nc,1
2321,np np adj nc v np,1
2320,nc prep det nc prep adj prep np,1
2319,nc prep nc adj v prep nc np,1
2318,nc adj prep det prep det nc,1
2317,nc nc adj adj nc prep nc,1
1343,np prep np adj prep nc adj,1
1345,np prep np adj adj prep nc,1
1347,np prep np prep det nc,1
1349,prep nc adj,1
2297,nc nc np np np v,1
2309,nc prep nc adj adj csu adj,1
2308,nc prep nc prep det nc adj csu adj,1
2307,np prep np prep np prep np,1
2306,np nc prep nc adj adj,1
1350,nc prep nc prep nc adj prep,1
2304,nc prep det nc prep det nc prep nc adj,1
2302,nc np np np v,1
2301,nc csu nc v prep prep nc,1
2300,nc nc adj prep pro,1
2299,nc prep det nc csu nc prep nc prep nc v prep nc v prep np,1
2298,nc np nc nc np np np,1
2391,nc v prep nc prep v prep nc prep nc prep np prep np,1
2393,nc adj prep det nc adv adj nc,1
2527,nc prep nc adj nc v prep nc,1
1201,np nc prep nc csu prep nc prep nc,1
2492,nc prep nc pro v prep det nc np,1
2491,nc np prep nc pro v prep det nc np,1
2490,nc np prep nc prep nc prep det nc np,1
1203,nc prep nc adj csu prep nc prep nc prep nc,1
1204,nc prep v nc csu nc,1
1208,nc prep det nc prep adj np,1
2485,nc adj prep nc prep nc adj prep nc np,1
2482,nc v det nc adj prep nc np,1
1216,np adj nc prep,1
2480,nc prep det nc det nc csu det nc,1
2478,adj nc adv prep nc,1
2477,nc nc adv prep nc,1
2476,nc prep nc prep det nc adj prep det nc prep nc,1
2475,nc prep nc prep det nc adj prep det nc prep nc prep det nc,1
2474,nc np pro v prep nc,1
2473,nc np pro v prep np,1
2472,np adj prep nc adj,1
1221,adj nc adv adj v,1
2470,adj prep nc prep np,1
2469,nc adj prep nc nc prep np,1
1224,adv prep adj,1
1225,nc adj nc prep np np,1
2466,nc v np nc,1
1226,pro nc adj,1
1250,nc csu adj prep det nc prep nc,1
2493,nc prep prep nc prep nc prep det nc np,1
1199,adj nc adj csu adj,1
2394,nc prep det nc adv adj nc prep v,1
2496,nc prep v prep np,1
2525,nc prep nc prep nc adj adj nc prep nc,1
1167,nc pro v prep adj nc prep det nc,1
2523,v adj nc nc adj,1
1168,nc pro v prep det nc adj nc,1
2520,nc v prep nc v prep nc prep np,1
1174,nc adj prep adj nc prep nc adj prep nc prep adj nc,1
1175,nc prep nc adj prep nc prep adj nc,1
2517,pro v nc,1
1176,nc nc prep nc adj prep np prep nc prep adj nc,1
1177,nc prep nc prep nc adj csu prep nc,1
2514,adj nc adj adj prep det nc,1
2513,nc adj np nc prep nc,1
2512,np np nc pro np,1
1180,nc adv v prep nc,1
1192,adj nc nc adj adj nc np nc nc adv adj,1
1193,adj nc adj nc np nc nc adv adj,1
2505,nc nc np nc adj,1
2504,nc adj nc np nc,1
2503,nc nc np pro,1
1195,nc csu nc prep det nc prep nc adj,1
2501,adj nc prep nc csu prep adj nc v,1
2500,adj nc prep nc prep det nc v prep adj nc,1
1196,np nc np v nc,1
1197,np np np v nc,1
2497,nc prep v prep np nc,1
1254,nc prep nc csu nc prep det nc adj,1
1256,nc prep det nc adj adj csu nc prep det nc,1
2456,nc adj v det nc prep nc adj,1
2455,nc np nc prep nc nc,1
2423,nc prep nc prep det nc prep nc np adj,1
2422,nc adj prep det nc prep nc np adj,1
1276,nc prep adj prep nc adv adj,1
1277,nc prep adj prep nc adj nc,1
2417,nc prep nc adj np nc prep nc,1
1279,np nc prep np prep det np,1
1281,nc nc prep np prep det np,1
2413,nc np prep nc v prep nc,1
2411,nc prep nc prep nc prep nc adj prep nc adj,1
2410,nc adj adj prep adj nc v,1
2409,v prep nc adj prep nc adj,1
1283,nc nc adj nc nc,1
2407,nc prep det nc adj adv v prep nc,1
2406,nc adj prep det np adj adj prep det nc,1
1287,nc prep det nc prep nc adj nc,1
1288,np v nc np np,1
2403,nc adj prep det adj adj,1
2402,nc prep det nc csu det nc prep nc csu prep nc prep det nc adj prep nc,1
2401,nc prep det nc csu det nc prep nc csu prep det nc adj prep det nc adj prep nc,1
2400,nc prep det nc prep nc prep nc csu det nc prep np,1
2399,nc prep det nc csu det nc prep nc prep nc prep np,1
2398,nc adj prep nc prep nc np v,1
2397,nc adj adj np v,1
2396,nc prep det nc adv adj nc prep np prep np,1
2395,nc prep det nc adv adj nc prep np,1
2424,nc prep nc prep det nc prep det nc np,1
2425,nc adj prep det nc prep det nc np,1
2426,nc nc prep nc prep adj nc,1
1265,nc adj csu nc prep nc,1
2454,nc np nc prep nc adj,1
2453,nc det adj nc prep det nc,1
2452,nc det adj nc prep np,1
2451,nc prep det nc det adj nc,1
1261,nc adj nc prep nc prep det nc adj,1
1262,nc adj nc pro v prep det nc adj,1
2447,nc prep det nc nc prep nc prep nc v prep nc,1
1263,np np prep det nc prep nc,1
1264,nc nc v prep nc prep det nc,1
2444,nc prep det nc v prep np,1
2443,np nc prep nc nc nc,1
2441,nc np adj nc v det nc,1
1273,nc prep np csu nc,1
2439,nc nc adj adj v det nc,1
2438,nc prep nc prep det,1
1267,nc prep nc np np nc,1
2436,adj nc nc v det nc,1
1268,prep det nc,1
2434,nc nc prep nc prep det nc prep nc np adj,1
2433,nc nc adj prep det adj nc,1
2432,nc nc prep nc prep det adj nc,1
2430,np np np nc nc adj nc,1
2429,nc adj prep v det nc,1
2428,nc adj prep prep nc prep nc,1
2720,nc prep np np np prep,1
