,Structure,Fréquence
5667,NOM PRP:det NOM PRP DET:ART NAM NOM NUM,1
5482,NOM NUM ADJ PRP:det NAM,1
5483,NOM ADJ PUN NAM NAM ADJ PUN,1
5484,NOM VER:simp NAM,1
5460,NOM ADJ PRP:det NOM NOM ADJ PRP DET:ART NAM ADJ,1
5679,NOM PRP:det NOM VER:pper PRP DET:ART NOM PRP NOM ADJ,1
5433,NAM NAM NAM PUN NOM NUM PUN ADJ NOM,1
5680,NOM ABR VER:pper PRP NAM,1
5698,ADJ NOM NAM VER:pper PRP:det ADJ NAM,1
5696,ADJ NOM PRP VER:pper PRP:det ADJ NAM,1
5690,ADJ NOM VER:pper PRP:det NOM PRP NOM NOM,1
5689,NAM PUN NAM NOM NOM NAM NAM PUN,1
5688,NOM PRP NOM ADJ PRP NOM NOM ADJ,1
5441,VER:simp ADJ PRP:det NOM KON PRP DET:ART NOM,1
5442,NAM NAM NOM NOM NUM VER:simp NAM,1
5443,NOM PRP NOM ADJ ADJ PRP NOM ADJ,1
5444,NOM KON NOM PRP NOM NOM,1
5446,VER:simp ADJ PRP:det NOM KON PRP DET:ART NOM PUN,1
5687,NOM PRP NOM ADJ NOM ADJ,1
5447,NAM NAM NOM NOM NUM VER:simp NOM,1
5448,NOM NAM NAM NUM,1
5449,NAM NAM PUN ADJ,1
5454,NOM ADJ PRP DET:ART NAM PRP NOM NUM,1
5456,NOM ADJ PRP:det NOM NAM ADJ,1
5457,NOM ADJ PRP:det NOM ADJ PRP DET:ART NAM ADJ,1
5683,NOM ADJ PRP DET:ART NOM ADJ PRP:det NOM,1
5682,NOM ADJ ADJ PRP DET:ART NOM ADJ PRP:det NOM,1
5458,NOM ADJ PRP:det NOM ADJ PRP DET:ART NAM,1
5681,NAM VER:ppre PRP DET:ART ADJ NOM NUM,1
5819,NOM PRP DET:ART NAM PRP:det NAM,1
5172,NOM PRP:det NOM NAM NOM,1
6016,NAM PUN ADJ NOM NAM ADJ PUN,1
4861,NOM ADJ PRP NOM ADJ VER:pper PRP:det NOM NAM,1
4848,NAM NAM NUM PUN NAM PUN NOM NOM,1
5947,NOM NOM ADV VER:pper,1
4849,NOM ADJ PRP DET:ART NOM VER:pper PRP:det NOM NUM,1
4850,NAM PUN NAM NAM ADJ NAM NAM PUN,1
4852,NOM ADJ VER:ppre PRP NOM ADJ,1
4854,NOM ADJ VER:ppre PRP:det NOM PRP NOM ADJ,1
4857,NOM ADJ VER:ppre VER:pper,1
4858,NOM NOM VER:ppre ADJ,1
4859,NOM ADJ ADJ ADJ NOM PRP:det NOM NAM,1
4860,NOM ADJ VER:ppre VER:ppre VER:pper PRP DET:ART NOM NAM,1
4863,NOM PRP PRP NOM PRP DET:ART NOM PRP NOM PRP DET:ART NAM ADJ,1
5822,NOM PUN VER:pres NOM ADJ PUN,1
4864,NOM PRP PRP NOM PRP DET:ART NOM PRP NOM PRP DET:ART NAM,1
4865,NOM PRP PRO:PER VER:ppre PRP DET:ART NOM PRP NOM PRP DET:ART NAM ADJ,1
4866,NOM PRP PRO:PER VER:ppre PRP DET:ART NOM PRP NOM PRP DET:ART NAM,1
4868,NAM PUN NAM NAM PRP PUN,1
4871,NOM NAM PRP NOM PRP NOM PRP DET:ART NOM,1
4872,NOM PRP NOM PRP NOM PRP DET:ART NOM NAM,1
4873,NOM NOM PUN PRP NAM NOM NAM PUN,1
4874,NOM VER:pres NAM,1
5934,NOM ADJ PRP NOM ADJ VER:ppre PRP:det NOM,1
4875,NOM NOM VER:ppre DET:ART NOM ADJ PRP NOM NAM,1
5948,NOM ADJ VER:ppre PRP DET:ART NOM PRP NOM NUM KON NUM,1
5949,NOM ADJ VER:ppre PRP DET:ART NOM KON DET:ART NOM,1
5950,NOM ADJ NOM PRP DET:ART NOM PRP NOM NUM KON NUM,1
5951,NOM ADJ VER:pper PRP:det NOM PRP:det NOM KON NOM,1
4828,NOM ABR NOM NUM,1
4829,NUM NOM NAM NOM,1
4830,NAM NAM ABR NOM,1
4831,NUM NOM NAM ADJ ADJ NOM,1
5967,NOM NOM ADJ NOM ADJ,1
4834,NAM NOM NUM PUN ADJ PUN,1
4835,NOM NOM PUN ADJ NOM NAM PUN,1
5964,NOM PRP DET:ART NOM PRP:det NOM ADJ ADJ PRP NOM,1
4836,VER:cond NOM NOM NAM,1
4839,NOM VER:ppre PRP DET:ART NOM ADJ NAM,1
5962,NOM ABR PRP DET:ART NOM ADJ,1
5961,NOM ABR PRP DET:ART NOM VER:pper,1
5960,NOM ADV PRP:det NOM NAM,1
5959,NOM VER:pper PRP DET:ART NOM KON PRP:det NOM,1
5958,NOM ADJ VER:pper PRP DET:ART NOM KON PRP:det NOM,1
4840,NOM VER:ppre PRP DET:ART NOM ADJ PRP NOM PRP,1
5957,NAM VER:ppre DET:ART NOM NAM,1
5956,NOM VER:ppre DET:ART NOM NAM PRP NOM NUM,1
4841,NOM NOM PRP:det NOM ADJ PRP NOM PRP,1
5955,ADV ADJ NAM VER:simp NOM NAM NOM ADJ NOM NAM ADJ NOM,1
5952,KON PUN NAM NAM PUN,1
5933,NOM PUN NOM PRP DET:ART NOM PRP DET:ART NOM PUN,1
4876,NOM NOM VER:ppre DET:ART NOM ADJ NAM,1
4877,NUM NOM ADJ NOM,1
5918,NOM ADJ PRP NOM PUN NOM ADJ,1
5916,NOM PRP NAM PRP:det NOM PRP:det NOM,1
4904,NOM PRP NOM PRP:det NOM PRP DET:ART NOM VER:pres,1
5915,NOM PRP:det ADJ NOM PRP:det NOM,1
5913,NOM PRP DET:ART NAM NOM NAM,1
4907,NOM ADJ PRP:det NOM PRP DET:ART NOM VER:pres,1
4908,NOM NOM PRP NOM PRP,1
4909,NOM PRP NOM PRP DET:ART NOM PRO:PER,1
5912,NOM PRP:det NOM ADJ PRP:det VER:pper,1
4910,NOM PRP:det NOM PRP NOM PRP DET:ART NOM PRP NAM,1
4911,NOM PRP:det NOM ADJ VER:pper PRP:det NOM NUM,1
4912,NOM PRP:det NOM PRP DET:ART NUM ADJ,1
4913,NOM PRP DET:ART NOM NOM NAM,1
4914,NOM PRP DET:ART NOM VER:ppre DET:ART NOM PRP:det NOM PRO:PER,1
4915,NOM PRP DET:ART NOM PRP:det PRO:PER VER:ppre DET:ART NOM,1
5911,NOM PRP:det NOM ADJ PRP:det ADJ NOM,1
4919,NOM PRP DET:ART NOM ADJ PRP:det NOM PRP NOM NOM PRP NOM NOM,1
4920,NOM PRP DET:ART NOM ADJ PRP:det NOM PRP NOM NOM PRP:det NOM NAM,1
4921,NOM PRP DET:ART NOM ADJ PRP:det ADJ NOM PRP:det NOM NAM,1
4924,NOM NAM PRP DET:ART NOM PRP NOM NUM,1
4925,NOM ABR VER:pper PRP DET:ART NOM KON DET:ART NAM,1
4926,NOM VER:pper PRP DET:ART NOM KON DET:ART NAM,1
5917,NOM ADJ PRP NOM ADJ VER:pper PRP PRP:det NOM,1
5919,NOM ADJ ADJ PRP NOM PUN NAM,1
4878,NOM PRP:det NOM PRP NOM NAM PRP NAM NOM,1
5920,ADV ADJ ADJ,1
4879,NOM PRP:det NOM NAM PRP NAM NAM,1
4880,NOM PRP:det NOM PRP PRP NAM NAM,1
4881,NAM NOM NAM NAM,1
4889,NOM PRO:PER VER:ppre PRP:det NOM NAM VER:pper,1
4890,NOM ADJ PRP:det NOM INT,1
4891,NOM PRP DET:ART NOM PRP NOM PRP DET:ART NAM ADJ,1
4893,NAM VER:simp NOM NUM NOM NOM,1
5931,NOM ADJ PRP NAM PRP:det NAM,1
5930,NOM ADJ PRP NAM PUN NAM PUN,1
5928,NOM PRP DET:ART NOM PRP NOM PRP:det NOM NOM,1
5927,ADJ NOM ADJ ADV ADJ,1
5926,ADJ NOM ADJ ADV VER:ppre ADV PRP NOM,1
5925,NAM ADV ADJ ADV VER:ppre ADV PRP NOM,1
5924,NAM ADV ADJ ADV ADJ,1
4894,NOM NAM PRP:det NOM PRP NOM ADJ,1
5923,NAM ADV ADV VER:pper,1
5922,ADJ NOM ADV VER:ppre ADV PRP NOM,1
5921,NAM ADV ADV ADJ,1
4896,NOM NAM NAM NOM PRP NOM,1
4897,NOM NOM PRP NOM NAM NAM,1
4898,NOM NAM VER:pres PRP DET:ART NOM,1
4827,NOM PRP NOM VER:simp VER:pper PRP DET:ART NOM,1
4826,NOM ADJ PRP NOM NOM VER:pper,1
4825,NOM PRP NOM PRP NOM NOM VER:pper,1
4733,NOM NOM PUN NUM PUN,1
6010,NOM ADJ ADJ VER:pper PRP DET:ART NOM PRP:det NOM ADJ,1
4735,NOM ADJ PRP NOM VER:ppre PRP DET:ART NOM NAM,1
4736,NOM NAM PUN NOM ADJ PUN,1
4737,NOM NAM PUN NOM ADJ ADJ NOM PUN,1
4738,NOM PRP NOM ADJ ADJ PRP NOM,1
4739,NOM NAM PUN NOM NUM NOM PUN,1
6009,NOM ADJ ADJ PRP DET:ART NOM PRP:det NOM ADJ,1
6008,ADV PUN NAM NAM PUN,1
4740,NOM NUM NOM PRP NOM,1
4742,NOM PRP NOM NAM PUN NAM NAM NAM PUN,1
6007,NOM PRP NOM ADJ PRP NOM KON NOM ADJ,1
6006,VER:pper PRP NOM PRP:det NOM,1
4746,NOM NOM VER:ppre PRP ADJ NOM,1
6005,NOM ADJ VER:pres NAM,1
6004,NOM ADJ VER:ppre PRP DET:ART NOM NAM,1
6003,NOM VER:pper VER:pres NAM,1
6002,NOM VER:pper VER:ppre PRP DET:ART NOM NAM,1
6001,NOM PRP NOM PUN NOM ADJ KON NOM PRP:det NOM ADJ ADJ,1
4752,NAM VER:pres NAM,1
4753,ADJ NOM PRP:det NOM PRP DET:ART ADJ NOM,1
4754,NOM ABR PRP:det ADJ NOM NOM,1
4734,NAM NOM ADJ ADJ NOM ADJ,1
4731,VER:simp NOM NOM NUM,1
6000,ADJ ADJ NOM ADJ ADJ NOM PUN VER:simp PUN,1
6011,NAM NOM KON NAM NOM,1
4701,NOM ADJ NOM PUN NOM NAM NAM ADJ PUN,1
6015,NOM NAM PRO:PER VER:ppre PRP:det NOM NAM,1
4703,VER:pres NOM PUN NOM PUN,1
4704,NOM NOM PRO:PER ABR NOM ADJ,1
4705,NOM PRO:REL VER:pres PRP DET:ART NOM NAM PRP:det NOM PRP NOM,1
4706,NAM NAM PUN NOM NOM,1
4707,VER:pres NOM PUN NAM PUN NUM,1
4708,NOM PUN NOM NOM,1
4709,VER:pres NOM PUN NAM PUN NAM PUN ABR PUN,1
4710,NAM PUN NAM PUN ABR NOM NOM,1
4711,VER:pres NOM PUN NAM NAM NAM NAM PUN NOM PUN PUN,1
4712,VER:pres NOM NAM PUN NAM PUN ABR ADJ,1
4713,NOM PUN NAM PUN NAM PUN SYM NOM,1
4714,NOM NOM PUN NAM PUN NAM PUN ABR PUN,1
4715,NOM NAM PUN NAM NAM NAM NAM PUN NOM PUN PUN,1
4716,NOM NOM PUN NAM PUN NAM PUN ABR PUN NUM PUN PUN,1
4718,VER:pres NOM NUM NOM,1
4720,ADJ PRP DET:ART NOM NOM,1
4722,NOM ABR PRP:det NOM PRP DET:ART NOM NOM,1
6013,NOM PUN NUM PUN PUN NOM PUN NUM PUN NAM NOM,1
6012,NUM PUN NAM NOM,1
4755,NAM NAM PUN ADJ NOM,1
4756,NAM VER:simp PUN NOM NOM,1
4824,NOM NAM VER:ppre,1
4797,ADJ NOM ADJ PUN NAM PUN,1
4799,NOM PRP PRO:PER VER:infi,1
4800,NOM PRP DET:ART NOM NAM PRP NOM PRP DET:ART NOM,1
4801,NAM PRP DET:ART NOM NAM,1
4802,NAM PRP DET:ART NOM NAM PRP NOM PRP DET:ART NOM,1
4804,NAM NAM NUM NAM,1
5984,NOM PRP DET:ART NOM PRP:det NOM VER:ppre DET:ART NOM ADJ,1
5983,NOM VER:ppre DET:ART NOM ADJ VER:pper PRP:det NOM,1
5982,NOM ADJ VER:ppre DET:ART ADJ NOM PRP NOM,1
5981,NOM VER:ppre DET:ART ADJ NOM PRP NOM,1
5980,NOM VER:ppre DET:ART ADJ ADJ NOM,1
5979,NAM NOM NOM VER:subi NOM,1
4810,NAM NAM PRP DET:ART NOM NOM NAM,1
4811,NOM NOM NOM PRP DET:ART NOM PRP:det NAM,1
4812,ADJ NOM NOM VER:simp,1
5977,NOM PRP:det NOM PRP DET:POS NOM,1
4813,NOM NOM NUM NOM PRP NOM,1
4814,NOM NOM PRP NOM ADJ NAM,1
4818,NOM NAM PUN NOM ADJ,1
4819,NOM PRP NOM ADJ PRP:det NOM PRP NAM,1
4821,NAM PUN NOM PUN NOM NOM,1
4822,NAM PUN PUN NOM PUN NOM NOM,1
5986,NOM VER:ppre DET:ART ADJ ADJ NOM PRP DET:ART NOM PRP:det NOM,1
4796,ADV PRP NOM PRP:det NOM,1
4759,NOM PUN NAM NOM PRP NOM NAM PUN,1
5987,NOM ADJ PRP DET:ART NOM ADJ VER:pper PRP:det NOM,1
4761,NOM ADJ PRP NOM NOM VER:subi,1
4762,NOM ADJ ADJ NOM NOM NUM NOM,1
4763,NOM ADJ ADJ VER:pres PRO:PER NOM ADJ NOM,1
4764,NOM NOM NOM ADJ PUN ADJ PUN,1
5999,NOM ADJ PRP DET:ART NOM PRP:det NOM PRP:det NAM,1
5998,NOM PRP NOM PRP NOM PRP NOM ADV ADJ,1
5997,NOM PRP NOM PRP DET:ART NOM ADJ PRP NOM PRP NOM,1
5996,NOM PRP NOM PRP NOM ADV VER:ppre,1
4777,ABR PUN NAM PUN ADJ NOM,1
4779,NAM PUN NOM NAM NAM PRP PUN,1
5994,ADJ PRP DET:ART NOM PRP NAM,1
5993,ADJ NAM NOM,1
4783,NOM PRP DET:ART NOM NUM PRP:det NOM,1
5992,NUM PUN PUN NAM ADJ NAM,1
5991,NUM PUN PUN NAM NOM ADJ,1
5990,NOM PUN PRP:det NAM NOM PUN,1
4791,NOM ADJ PRP NUM VER:simp PRP DET:ART NOM ADJ,1
5989,NOM ADJ PRP PRP:det,1
4792,NAM ADJ NOM ADJ NUM NOM,1
4793,NOM PRP NOM PRP:det NOM PRP NOM VER:pper,1
5988,NOM ADJ PRP DET:ART ADJ ADJ NOM PRP DET:ART NOM PRP:det NOM,1
4927,NOM VER:pper PRP DET:ART NOM KON DET:ART NOM ADJ ADJ,1
4928,NOM PRP NOM PRP:det NOM ADJ NAM,1
5906,NOM PRP NOM PRP DET:ART NOM PRP:det NOM PRP:det NOM ADJ,1
5093,NOM NOM PRP:det NOM PRP NOM PRP NOM,1
5095,NOM ADJ PRP:det NOM PRP:det NOM PRP NOM PRP DET:ART NOM,1
5864,ADJ NOM VER:impf PUN VER:simp PUN,1
5096,NOM ADJ ADJ PRP:det NOM PRP PRP NAM,1
5097,NOM PRP DET:ART NOM PRP DET:ART NOM NOM,1
5100,NOM NOM PRP:det NOM KON NUM,1
5861,ADJ PUN NUM PUN NAM NOM,1
5860,NOM VER:pper PRP:det NOM PRP NOM PRP ADJ NOM,1
5857,NOM PUN ADJ PRP ADJ NOM PUN,1
5856,NAM PUN NOM NAM VER:pres PUN,1
5852,NOM PRP NOM NUM ADJ PRP:det NOM,1
5851,NOM PRP NOM NUM NOM PRP:det NOM,1
5109,NOM VER:pper PRP NOM NAM ADJ,1
5110,ADJ NOM VER:pper PRP NAM,1
5111,PUN ADJ PUN ADJ,1
5112,NUM PUN PUN NAM PUN ADJ PUN ADJ,1
5114,ADJ NOM ADJ VER:pres NOM,1
5115,NOM NUM NOM PRP:det NOM ADJ ADJ,1
5116,NAM PUN NOM PRP:det NOM PRP NOM ADJ PUN,1
5118,NAM NOM NOM NOM NAM,1
5120,NOM NOM NOM ADJ PRP:det NOM ADJ,1
5848,NOM PRP:det NOM ADJ PRP:det NOM PRP NOM,1
5094,NOM PRP DET:ART NOM NAM PUN NAM PUN,1
5092,NOM NOM PRP:det NOM ADJ PRP:det NOM,1
5846,NOM PRP NOM ADJ NOM VER:pper PRP DET:ART NOM,1
5091,NOM VER:pper PRP:det NOM PRP NAM KON NAM,1
5060,NOM VER:simp PRP:det NOM NOM ADJ,1
5062,NAM PUN NOM PRP DET:ART NOM PRP:det NOM PUN,1
5066,NOM NOM NAM PRP DET:ART NOM PRP:det NAM,1
5067,NOM NOM NAM PRP DET:ART NOM PRP:det ADJ NAM,1
5068,NOM PRP DET:ART ADJ NOM PRP NOM NUM PUN,1
5070,NAM NAM NUM NOM,1
5071,NUM PUN NUM PUN ADJ PUN ADJ PUN NAM PUN NAM,1
5873,NOM PRP DET:ART NOM ADJ PRP NOM PRP:det NOM NAM,1
5073,VER:pres NOM ADJ PRP:det NOM PRP:det NOM,1
5077,NOM ADJ VER:pper VER:pper PRP DET:ART NUM,1
5871,NAM NOM NAM NOM NOM NUM,1
5079,NOM PRP DET:ART NOM ADJ PUN ADJ,1
5868,NOM ADJ PRP NOM PRP DET:ART NOM NAM,1
5867,NOM ADJ NOM PRP NOM PRP:det NOM NAM,1
5866,NOM ADJ PRP NOM PRP:det NOM NAM,1
5084,VER:pper PRP DET:ART NOM PUN PRP PUN ADJ PUN ADJ,1
5085,NOM ADJ PRP:det NOM PRP:det NOM NUM KON NUM,1
5087,NOM ADJ NOM PRP:det NOM PRP DET:ART NAM PUN DET:ART NAM KON PRP:det NAM,1
5088,NOM ADJ NOM PRP:det NOM PRP DET:ART NAM PUN DET:ART NAM KON NAM,1
5865,NOM PRP NOM VER:pper PRP VER:infi PRP:det NOM,1
5090,NOM PRP:det NOM NUM KON NUM,1
5847,NOM PRP NUM VER:simp VER:pper PRP:det NOM PRP DET:ART NOM ADJ,1
5845,NOM NUM PUN NAM PUN NAM,1
5057,NAM NAM PUN ADJ PUN,1
5837,NOM NOM PUN VER:pres,1
5150,NOM ADJ KON NOM ADJ PRP NOM,1
5151,NAM PUN NAM PRP NOM NUM PUN,1
5153,NOM NOM ADV KON ADV NOM,1
5155,NOM PRP DET:ART NOM ADJ PRP NOM NAM NAM,1
5156,NAM NOM NAM NAM NOM,1
5833,NOM PRP NOM NAM PUN NOM PRP:det NOM ADJ,1
5832,ADV NOM PRP:det NOM ADJ,1
5159,NOM PRP:det NOM PRP:det NOM PRP DET:ART NOM ADJ,1
5830,NOM PRP NOM NAM PUN NUM PUN PUN NOM PRP:det NOM ADJ,1
5162,NOM PRP DET:ART NOM PRP:det NOM PRP DET:ART NOM ADJ,1
5829,NOM PRP NOM NAM PUN NAM PRP:det NOM ADJ,1
5827,NOM ADJ ADJ VER:pres ADJ,1
5826,ADJ PRP NOM PRP:det NOM ADJ NOM,1
5165,NOM ABR PRP:det NOM PRP DET:ART NOM ADJ,1
5825,ADJ PRP NOM ADJ NOM PRP:det NOM,1
5824,NOM PRP:det NOM VER:pper PRP DET:ART NOM NOM,1
5166,NOM PRP NAM SENT NOM,1
5167,NOM NOM ADJ PRP NOM PRP NOM,1
5168,NOM PUN ADJ PRP DET:ART NOM PRP NOM PUN,1
5823,NOM ADJ PRP ADJ NOM PRP NOM ADJ,1
5169,ADJ NOM NAM PUN NAM,1
5149,NOM ADJ KON NOM ADJ ADJ,1
5838,NOM PRP NOM ADJ PRP DET:ART NOM PRP NOM ADJ,1
5844,NOM ADJ PRP NUM NOM,1
5148,NOM NOM ADJ PRP NOM NAM ADJ,1
5843,VER:simp ADJ PRP DET:ART NOM,1
5124,NOM PRP NOM PRP NOM KON PRP NOM VER:pper PRP:det NOM,1
5125,NOM PRP:det NOM PRP NOM PRP NOM KON PRP NOM,1
5126,NOM PRP NOM PRP NOM PRP NOM KON PRP NOM,1
5128,NOM PRP:det NOM PRP NOM PRP NOM VER:pper PRP:det NOM,1
5130,NAM PUN NOM VER:pres NOM PUN,1
5131,NOM PRP VER:ppre VER:pper,1
5132,NOM ABR PUN ADJ PUN ADJ KON ADJ PUN,1
5133,NOM NAM PUN ADJ PUN ADJ PUN ADJ PUN ADJ KON ADJ PUN,1
5134,NOM PRP ADJ NOM VER:simp ADJ,1
5135,NOM PRP ADJ NOM ADJ PRP NOM NAM,1
5136,NOM ADJ PRP ADJ NAM NOM,1
5840,NOM NAM PRP:det NAM PRP NOM NUM,1
5137,NAM PUN NOM NAM NOM PRP NAM NAM PUN,1
5138,NOM PRP DET:ART NOM VER:simp ADJ,1
5139,NOM VER:pper PRP DET:ART NOM PRP ADJ NOM,1
5140,NAM PUN NAM NAM NOM NOM VER:infi NOM PUN,1
5839,NOM PRP NOM ADJ PRP DET:ART NOM PRP NOM,1
5145,NOM NAM VER:pper PRP DET:ART NAM,1
5146,NOM NAM ADJ PRP DET:ART NAM,1
5147,NOM ADJ PRP ADJ NAM KON NAM,1
5058,NOM NOM ADJ ADJ PRP DET:ART NOM,1
5055,NOM NOM NAM PUN NUM PUN NAM NOM,1
4930,NOM ADJ NAM PRP DET:ART NOM VER:ppre DET:ART NOM,1
5897,NOM ADJ PRP NOM PRP:det NOM PRP:det NOM KON PRP DET:ART NOM,1
4972,NOM PRP DET:ART NOM PRP PUN NAM PUN PRP NOM ADJ,1
5896,NOM PRP NOM ADJ PRP:det NOM PRP:det NOM KON PRP DET:ART NOM,1
4973,NOM NOM PRP NAM NOM,1
4974,NOM NAM PRP DET:ART NOM PRP DET:ART NOM ADJ,1
4976,NOM PRP NOM PRP NOM VER:pper PRP:det NOM PRP:det NAM,1
4977,NOM PRP NOM NAM VER:pper PRP:det NAM,1
4978,NOM PRP NOM PRP NOM VER:pper PRP:det NOM PRP:det NAM PRP NOM NUM,1
4979,NOM PRP NOM PRP NOM VER:pper PRP:det NOM PRP DET:ART NOM PRP:det NAM,1
4980,NOM PRP NOM PRP NOM VER:pper PRP:det NOM PRP DET:ART NOM PRP:det NOM PRP NOM ADJ,1
4981,NOM PRP NOM PRP NOM ADJ VER:pper PRP:det NAM,1
4983,NOM VER:pper PRP:det NOM PRP NOM PRP:det NAM,1
4986,NOM PRP NOM PRP NAM KON NAM,1
4987,NOM ADJ NOM ADJ NOM ADJ,1
5895,NOM ADJ PRP NOM PRP:det NOM KON PRP DET:ART NOM,1
4992,NOM NAM PUN NAM PUN NUM PUN ADJ,1
4993,NOM NAM PUN NAM PUN ADJ,1
4994,NOM PRP:det NOM ADJ PRP:det NOM ADJ NOM NAM,1
4995,NAM NOM ADJ NOM VER:simp NAM NOM,1
4996,ADJ NOM PRP:det NOM ADJ NOM NAM,1
4997,NOM PRP DET:ART NOM PRP:det NAM PUN NAM NOM NOM NAM PUN,1
4998,ADJ NOM NAM NOM ADJ NOM NUM,1
4971,NOM ADJ VER:ppre VER:pper PRP DET:ART NUM,1
5898,VER:pres ADV ADV PRP DET:ART NOM ADJ,1
5001,PRP NOM ADJ NOM ADJ,1
4970,NOM VER:ppre PRP DET:ART NOM VER:simp VER:pper PRP DET:ART NUM,1
4931,NOM PRP:det NOM PRP NOM PRP,1
4934,NOM ADJ NOM PRP ADJ NOM,1
5594,NOM ADJ NOM PRP:det NOM NUM,1
4938,NOM ADJ VER:simp NAM NOM,1
4939,NOM ADJ NOM PRP NOM NAM NAM,1
4942,ADJ NOM NOM VER:pres NOM,1
4944,NOM ADJ PRP NOM NOM ADJ ADJ,1
4945,NAM PUN NAM NAM ADJ NOM NOM NAM NAM PUN,1
4946,NOM PRP:det NOM PRP NOM PRP PRP DET:ART NOM PRP NAM,1
4954,NOM PRP:det ADV ADJ,1
4955,NOM PRP DET:ART ADV ADJ,1
4956,NAM PUN NAM ADJ ADJ PRP NOM NAM PUN,1
4959,NOM PRP NOM NOM PRP,1
4961,NOM ADJ PRP NOM ADJ PRP DET:ART NOM,1
4962,NOM NAM PUN NAM NAM NAM NAM PUN,1
4965,NAM ADJ NOM ADJ NOM,1
5900,NOM PUN NOM NAM NOM NAM PUN,1
4966,NOM ADJ VER:subp PRP DET:ART NOM ADJ,1
4967,NOM PRP NOM ADJ PRP NOM PRP VER:infi PRP NOM,1
4968,NOM PRP DET:ART NOM ADJ PRP:det NOM PRP NAM,1
4969,NOM PRP DET:ART NOM PRP DET:ART NOM PRP:det NOM PRP NAM,1
5000,NOM PRP NOM PRP NOM PRP:det NOM NAM,1
5002,NAM NOM NAM NOM ADJ NOM NUM NOM,1
5054,NAM NOM NOM NAM NAM,1
5887,NOM VER:ppre DET:ART NOM VER:pres,1
5033,NOM VER:pper PRP:det NAM PUN NAM NAM PUN,1
5034,NOM PRP NOM PRP NOM PRP NOM KON PRP NOM PRP:det NOM,1
5035,NOM NOM PRP NOM PRP NOM NAM PUN NAM,1
5036,NOM ADJ PUN PRO:PER PUN NUM VER:simp ADJ NOM,1
5037,ADJ PUN NUM PUN NAM,1
5886,NOM VER:ppre DET:ART NOM ABR,1
5039,NOM NAM PUN NAM NOM NUM,1
5885,NOM VER:ppre DET:ART NOM KON DET:ART NOM ABR,1
5041,NAM PUN NAM PUN NAM NAM,1
5884,NOM VER:ppre DET:ART NOM KON DET:ART NOM,1
5883,NOM VER:ppre DET:ART NOM KON DET:ART NOM ADJ,1
5042,NOM NAM PUN NOM NUM PUN NOM NAM PUN NOM NUM,1
5043,NOM NAM PUN NOM NUM PUN NOM PRP PUN NOM NUM,1
5882,NOM PRP DET:ART NOM VER:pres PRP NOM,1
5046,NOM PUN NAM NUM PUN,1
5047,NOM NOM PUN NAM NAM VER:pres NOM PUN,1
5048,NOM PRP:det NOM ADJ ADJ PRP DET:ART NOM,1
5049,NAM PUN NUM PUN PUN NOM PUN NUM PUN PUN,1
5050,NAM PUN NUM PUN PUN VER:infi PUN NUM PUN PUN,1
5881,NOM PRP DET:ART NOM VER:pres PRP DET:ART NOM,1
5053,NAM NAM NAM NAM NAM,1
5031,ABR VER:pper PRP:det NAM,1
5028,NAM NOM VER:subi NOM NOM ADJ,1
5003,NOM PRP DET:ART NAM ADV,1
5027,NOM PRP NOM PRP DET:ART NOM NAM KON NAM,1
5004,ADJ NOM ADJ ADJ NOM ADJ,1
5006,NAM NAM VER:pper PRP DET:ART NOM PRP NAM PUN NAM NOM NAM PUN,1
5007,NOM PRP NOM NAM VER:pper PRP DET:ART NOM PRP NOM NOM,1
5008,NOM PRP NOM VER:pper PRP DET:ART NUM,1
5009,NAM NAM VER:pper PRP DET:ART NUM,1
5011,NOM NOM PRP NOM PRP:det NOM PRP NOM PRP NOM,1
5012,NOM ADJ PRP NOM VER:ppre DET:ART NOM,1
5892,NOM NAM PRP DET:ART NOM NAM NAM,1
5013,NOM NOM PRP NOM PRO:PER VER:ppre PRP:det NOM NAM,1
5014,NOM NOM PRP NOM PRO:PER VER:ppre PRP:det NOM ADJ PRP NOM,1
5015,NOM NOM PRP NOM PRO:PER VER:ppre PRP:det NOM PRP NOM PRP NOM,1
5891,ADJ NAM PRP DET:ART NOM,1
5016,NOM NOM PRP NOM PRO:PER VER:ppre PRP NAM,1
5017,NOM PRP:det NOM PRP NOM PRP DET:ART NOM VER:pper PRP NAM,1
5018,NOM PRP NOM VER:ppre DET:ART NOM,1
5019,NOM PRP NOM NAM VER:ppre DET:ART NOM,1
5020,NAM NOM NAM ADJ NOM ADJ ADJ NOM,1
5021,NOM PRP NOM PRP NOM VER:pper PRP DET:ART NOM NAM,1
5023,NAM NOM PRP ADJ NOM,1
5888,NOM VER:ppre DET:ART NOM ADV,1
5025,NOM PRP NOM ADJ PRP:det NOM ADJ PUN VER:simp PUN,1
4218,VER:pper VER:ppre,1
3090,NOM PRP NAM KON NAM NAM,1
4216,NOM PRP NOM PRP NOM PRP NOM NAM,1
1880,NOM ADJ KON ADJ PRP DET:ART NOM PRP NOM,1
1886,NOM PRP NAM SENT VER:simp,1
1887,NOM PUN NOM ADJ VER:pper PUN,1
1889,NOM PRP NOM KON NOM PRP DET:ART NOM ADJ,1
1890,NOM PRP NOM KON NOM PRP NOM,1
1891,NOM PRP DET:ART NOM ADJ ADJ KON NOM PRP DET:ART NOM,1
